account_id,is_gmail_fromaccounts,collection_21_days,billed_users_count,log_max_tsize,os_android_avg,os_chrome_os_avg,os_ios_avg,os_linux_avg,os_mac_avg,total_events_sum,notification_events_sum,new_entry_events_sum,payment_events_sum,inbox_events_sum,communicating_events_sum,non_communicating_events_sum,web_events_sum,ios_events_sum,desktop_app_events_sum,empty_events_sum,lead_score
2793508,0.0,0.05042016806722689,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,0.0,0.01786768256693674,0.0,0.01763668430335097,0.06746031746031746,0.05830903790087463,0.0033222591362126247,0.008364389233954451,0.013400895107773033,0.0,0.11535788742182071,0.028807758128921848,0.0
2793509,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,0.0,0.0007511938616730161,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0005537098560354374,0.00011042097998619738,0.00048013443764253995,0.0,0.0,0.0034227039361095263,0.0
2793510,1.0,0.0,0.0,0.4265440441321598,0.0,0.0,0.0,0.0,0.0,0.004859764370415227,0.0,0.007054673721340388,0.0013227513227513227,0.010689990281827016,0.0005537098560354374,0.002180814354727398,0.0009859903630159302,0.0,0.09728978457261987,0.024529378208784938,0.0
2793511,0.0,0.0,0.0,0.4265440441321598,0.0,0.0,1.0,0.0,0.0,0.0004522493657011015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005704506560182544,0.0
2793512,1.0,0.0,0.0,0.4265440441321598,0.0,0.0,0.0,0.0,0.0,0.0003142749829448333,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0,5.521048999309869e-05,0.0002829363650393539,0.0,0.0,0.001711351968054763,0.0
2793513,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.0007358633747000975,0.0,0.0011757789535567313,0.0,0.0,0.0,5.521048999309869e-05,0.0,0.012779552715654952,0.0,0.001426126640045636,0.0
2793514,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.00141040480150852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022364217252396165,0.0,0.0019965772960638902,0.0
2793515,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,0.0,0.00026061827853961786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001711351968054763,0.0
2793516,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.0020849462283169425,0.0,0.0011757789535567313,0.0026455026455026454,0.0029154518950437317,0.0005537098560354374,0.00027605244996549346,0.002109161993929729,0.0,0.0,0.003993154592127781,0.0
2793517,1.0,0.0,0.0,0.4265440441321598,0.0,0.0,0.0,0.0,0.0,0.0017476755149127313,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0,0.00013802622498274673,0.0004544129499116896,0.0,0.0,0.04791785510553337,0.0
2793518,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,0.0,0.0006055542354302886,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0,5.521048999309869e-05,0.0003686746574755217,0.0,0.0,0.0028522532800912717,0.0
2793519,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,1.0,0.0006285499658896666,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0005537098560354374,0.00011042097998619738,0.000437265291424456,0.0,0.0,0.0022818026240730175,0.0
2793520,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,0.0,0.00018396584367502434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005704506560182544,0.0
2793521,1.0,0.0,0.0,0.6385289815797592,0.0,0.0,1.0,0.0,0.0,0.00017630060018856503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005704506560182544,0.0
2793522,1.0,0.0,0.0,0.4265440441321598,1.0,0.0,0.0,0.0,0.0,0.00036793168735004873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005704506560182544,0.0
2793523,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,0.0,0.0007511938616730161,0.0,0.0011757789535567313,0.0,0.0009718172983479105,0.0005537098560354374,0.00016563146997929605,0.0006344633640276421,0.0,0.0,0.005989731888191671,0.0
2793524,1.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0006898719137813413,0.0,0.0005878894767783657,0.0,0.001943634596695821,0.0005537098560354374,8.281573498964803e-05,0.0005830203885659413,0.0,0.0,0.003993154592127781,0.0
2793525,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.00021462681762086174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005704506560182544,0.0
2793526,1.0,0.0,0.0,0.4265440441321598,0.0,0.0,0.0,0.0,0.0,0.001034807870672012,0.0,0.0005878894767783657,0.0,0.003887269193391642,0.0005537098560354374,0.00022084195997239476,0.0007630708026818938,0.0,0.0,0.0022818026240730175,0.0
2793527,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.002997110203205605,0.0,0.0005878894767783657,0.0,0.0,0.0,2.7605244996549345e-05,0.0,0.052335311121253614,0.0,0.001426126640045636,0.0
2793528,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.0004982408266198577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005324813631522897,0.0,0.001426126640045636,0.0
2793529,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,0.0,0.0005978889919438291,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0005537098560354374,0.00011042097998619738,0.000557298900835091,0.0,0.0,0.0022818026240730175,0.0
2793530,1.0,0.0,0.0,0.4265440441321598,0.0,0.0,0.0,0.0,0.0,0.0037866302823109177,0.0,0.0029394473838918285,0.0,0.007774538386783284,0.0011074197120708748,0.00251207729468599,0.003729615720973301,0.0,0.0,0.01026811180832858,0.0
2793531,0.0,0.0,0.0,0.6385289815797592,0.0,0.0,1.0,0.0,0.0,0.0017016840539939753,0.0,0.0011757789535567313,0.0,0.004859086491739553,0.0005537098560354374,0.0003036576949620428,0.001551863093094638,0.0,0.0,0.007986309184255561,0.0
2793532,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,1.0,0.0021462681762086174,0.0,0.001763668430335097,0.0026455026455026454,0.006802721088435374,0.0005537098560354374,0.0003312629399585921,0.0018090779704031414,0.0,0.0,0.00912721049629207,0.0
2793533,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.00027594876551253653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025863380495968354,0.0,0.0005704506560182544,0.0
2793534,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.00024528779156669913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003194888178913738,0.0,0.001426126640045636,0.0
2793535,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,1.0,0.0008201810530511503,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0,0.00011042097998619738,0.0005487250715914742,0.0,0.0,0.0022818026240730175,0.0
2793536,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.0002836140089989959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003347025711242964,0.0,0.0019965772960638902,0.0
2793537,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,0.0,0.0030584321510972795,0.0,0.005291005291005291,0.0,0.0058309037900874635,0.0005537098560354374,0.0017943409247757074,0.0031208738446765094,0.0,0.0,0.00713063320022818,0.0
2793538,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.0007665243486459348,0.0,0.0011757789535567313,0.0,0.001943634596695821,0.0005537098560354374,0.00011042097998619738,0.0006258895347840252,0.0,0.0,0.004278379920136908,0.0
2793539,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,1.0,0.0038402869867161333,0.0,0.001763668430335097,0.0013227513227513227,0.0058309037900874635,0.0,0.0008557625948930297,0.0042697669633211584,0.0,0.0,0.008841985168282943,0.0
2793540,0.0,0.0,0.0,0.4265440441321598,0.0,0.0,0.0,0.0,0.0,0.0009351597053480405,0.0,0.0005878894767783657,0.0026455026455026454,0.0009718172983479105,0.0,0.00016563146997929605,0.0007459231441946602,0.0,0.0,0.0034227039361095263,0.0
2793541,1.0,0.0,0.0,0.4265440441321598,0.0,0.0,0.0,0.0,0.0,0.000728198131213638,0.0,0.0011757789535567313,0.0,0.001943634596695821,0.0,0.00011042097998619738,0.0006258895347840252,0.0,0.0,0.0028522532800912717,0.0
2793542,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,0.0,0.0009121639748886624,0.0,0.0005878894767783657,0.0013227513227513227,0.0029154518950437317,0.0005537098560354374,0.00016563146997929605,0.0007030539979765763,0.0,0.0,0.0034227039361095263,0.0
2793543,0.0,0.0,0.0,0.7231600557929171,0.0,0.0,1.0,0.0,0.0,0.0002836140089989959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008556759840273816,0.0
2793544,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,2.299573045937805e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005704506560182544,0.0
2793545,1.0,0.0,0.0,0.4265440441321598,0.0,0.0,0.0,0.0,1.0,8.431767835105282e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001711351968054763,0.0
2793546,1.0,0.0,0.0,0.6759725680197638,0.0,0.0,1.0,0.0,0.0,0.0008278462965376096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010193214666058116,0.0,0.001426126640045636,0.0
2793547,0.0,0.0,0.0,0.4265440441321598,0.0,0.0,0.0,0.0,1.0,0.0009198292183751217,0.0,0.0005878894767783657,0.0,0.004859086491739553,0.0005537098560354374,0.0001932367149758454,0.0006430371932712589,0.0,0.0,0.0034227039361095263,0.0
2793548,1.0,0.0,0.0,0.4265440441321598,0.0,0.0,0.0,0.0,1.0,0.0008891682444292844,0.0,0.0011757789535567313,0.0,0.001943634596695821,0.0,0.00027605244996549346,0.0008488090951180616,0.0,0.0,0.0034227039361095263,0.0
2793549,1.0,0.0,0.0,0.6385289815797592,0.0,0.0,0.0,0.0,0.0,0.0014640615059137354,0.0,0.0005878894767783657,0.0,0.0029154518950437317,0.0005537098560354374,0.0010766045548654245,0.001311795874273368,0.0,0.0,0.0034227039361095263,0.0
2793550,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.0003832621743229674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005704506560182544,0.0
2793551,1.0,0.0,0.0,0.6759725680197638,0.0,0.0,1.0,0.0,0.0,0.00021462681762086174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002738475581926061,0.0,0.001426126640045636,0.0
2793552,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,0.0,0.0032500632382587635,0.0,0.0011757789535567313,0.0,0.0009718172983479105,0.0,0.003202208419599724,0.003266628941817995,0.0,0.0,0.0034227039361095263,0.0
2793553,1.0,0.0,0.0,0.5745584102207318,1.0,0.0,0.0,0.0,0.0,0.00024528779156669913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001426126640045636,0.0
2793554,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.00026828352202607717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018256503879507074,0.0,0.0005704506560182544,0.0
2793555,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,1.0,0.00040625790478234544,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0,5.521048999309869e-05,0.00035152699898828815,0.0,0.0,0.001711351968054763,0.0
2793556,1.0,0.0,0.0,0.6385289815797592,0.0,0.0,0.0,0.0,0.0,0.001364413340589764,0.0,0.0023515579071134627,0.0,0.0009718172983479105,0.0005537098560354374,0.00013802622498274673,0.001148893118644649,0.0,0.0,0.00713063320022818,0.0
2793557,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.0002529530350531585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003347025711242964,0.0,0.001426126640045636,0.0
2793558,1.0,0.0,0.0,0.4265440441321598,0.0,0.0,1.0,0.0,0.0,0.001341417610130386,0.0,0.0011757789535567313,0.0,0.0029154518950437317,0.0005537098560354374,0.00013802622498274673,0.0010974501431829484,0.0,0.0,0.003993154592127781,0.0
2793559,1.0,0.0,0.0,0.4265440441321598,0.0,0.0,1.0,0.0,0.0,0.0003142749829448333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005704506560182544,0.0
2793560,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.0007205328877271787,0.0,0.0005878894767783657,0.0,0.0,0.0,2.7605244996549345e-05,0.0,0.009128251939753538,0.0,0.001426126640045636,0.0
2793561,1.0,0.0,0.0,0.5745584102207318,1.0,0.0,0.0,0.0,0.0,0.00030660973945837393,0.0,0.0011757789535567313,0.0,0.0,0.0,5.521048999309869e-05,0.0,0.0,0.0,0.0019965772960638902,0.0
2793562,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.0008048505660782316,0.0,0.0005878894767783657,0.0,0.0,0.0,2.7605244996549345e-05,0.0,0.013996652974288757,0.0,0.0019965772960638902,0.0
2793563,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,0.0,0.0006515456963490446,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0005537098560354374,0.00011042097998619738,0.0006173157055404084,0.0,0.0,0.0022818026240730175,0.0
2793564,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.003380372377528572,0.0,0.001763668430335097,0.0,0.0,0.0,8.281573498964803e-05,0.0,0.06313707591662863,0.0,0.004848830576155163,0.0
2793565,0.0,0.0,0.0,0.4265440441321598,0.0,0.0,0.0,0.0,1.0,0.0008661725139699064,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0,0.00011042097998619738,0.0007030539979765763,0.0,0.0,0.003707929264118653,0.0
2793566,1.0,0.0,0.0,0.5745584102207318,1.0,0.0,0.0,0.0,0.0,0.000682206670294882,0.0,0.0005878894767783657,0.0,0.0,0.0011074197120708748,2.7605244996549345e-05,0.0,0.0,0.0,0.0022818026240730175,0.0
2793567,0.0,0.4964985994397759,0.06666666666666667,0.4265440441321598,0.0,0.0,0.020833333333333332,0.0,0.9375,0.062119133214266556,0.0,0.02880658436213992,0.027777777777777776,0.06802721088435373,0.003875968992248062,0.09178743961352658,0.11403192894010324,0.0,0.0,0.06560182544209925,0.0
2793568,1.0,0.0,0.0,0.4265440441321598,0.0,0.0,0.0,0.0,0.0,0.0006438804528625852,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0005537098560354374,5.521048999309869e-05,0.0005830203885659413,0.0,0.0,0.003993154592127781,0.0
2793569,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,1.0,0.0008125158095646909,0.0,0.0005878894767783657,0.0,0.0029154518950437317,0.0,0.0004968944099378882,0.0008831044120925287,0.0,0.0,0.0022818026240730175,0.0
2793570,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,1.0,0.0006668761833219632,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0005537098560354374,0.00013802622498274673,0.0006001680470531749,0.0,0.0,0.0034227039361095263,0.0
2793571,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,9.198292183751218e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005704506560182544,0.0
2793572,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,1.0,0.0003142749829448333,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0,5.521048999309869e-05,0.00034295316974467134,0.0,0.0,0.001711351968054763,0.0
2793573,1.0,0.0,0.0,0.6385289815797592,0.0,0.0,0.0,0.0,1.0,0.00036793168735004873,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0005537098560354374,5.521048999309869e-05,0.0002829363650393539,0.0,0.0,0.003137478608100399,0.0
2793574,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,0.0,0.0011344560359959836,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0005537098560354374,0.0007453416149068323,0.0010460071677212478,0.0,0.0,0.003993154592127781,0.0
2793575,1.0,0.0,0.0,0.6759725680197638,0.0,0.0,0.0,0.0,1.0,0.00043691887872818284,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0005537098560354374,5.521048999309869e-05,0.0003772484867191385,0.0,0.0,0.001711351968054763,0.0
2793576,1.0,0.0,0.0,0.5745584102207318,1.0,0.0,0.0,0.0,0.0,9.964816532397152e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005704506560182544,0.0
2793577,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.000528901800565695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030427506465845124,0.0,0.0005704506560182544,0.0
2793578,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,0.0,0.0007511938616730161,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0005537098560354374,5.521048999309869e-05,0.0004972820961297735,0.0,0.0,0.0028522532800912717,0.0
2793579,0.0,0.0,0.0,0.6385289815797592,0.15625,0.0,0.21875,0.0,0.0,0.001916310871614837,0.0,0.001763668430335097,0.0,0.0,0.0,8.281573498964803e-05,0.0,0.015213753232922561,0.0,0.001711351968054763,0.0
2793580,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.00022995730459378046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002890613114255287,0.0,0.001426126640045636,0.0
2793581,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.0007128676442407194,0.0,0.0005878894767783657,0.0,0.0,0.0,2.7605244996549345e-05,0.0,0.006694051422485928,0.0,0.001426126640045636,0.0
2793582,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,1.0,0.0014640615059137354,0.0,0.0011757789535567313,0.0,0.001943634596695821,0.0,0.0009109730848861283,0.001106023972426565,0.0,0.0,0.004278379920136908,0.0
2793583,0.0,0.0,0.0,0.6759725680197638,0.0,0.0,0.0,0.0,1.0,0.0013720785840762233,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0,0.001048999309868875,0.0012260575818372002,0.0,0.0,0.0022818026240730175,0.0
2793584,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,1.0,0.0005442322875386138,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0,0.00013802622498274673,0.0005058559253733903,0.0,0.0,0.0022818026240730175,0.0
2793585,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,1.0,0.0005442322875386138,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0005537098560354374,5.521048999309869e-05,0.000437265291424456,0.0,0.0,0.0028522532800912717,0.0
2793586,0.0,0.0,0.0,0.4265440441321598,0.0,0.0,0.0,0.0,0.0,0.0008738377574563657,0.0,0.0005878894767783657,0.0026455026455026454,0.0009718172983479105,0.0005537098560354374,0.00027605244996549346,0.0006944801687329595,0.0,0.0,0.0022818026240730175,0.0
2793587,1.0,0.0,0.0,0.6385289815797592,0.0,0.0,0.0,0.0,0.0,0.00043691887872818284,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0,5.521048999309869e-05,0.0003772484867191385,0.0,0.0,0.0028522532800912717,0.0
2793588,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,1.0,0.0059328984585195355,0.0,0.001763668430335097,0.0026455026455026454,0.009718172983479106,0.002768549280177187,0.006680469289164942,0.00949122897268378,0.0,0.0,0.010553337136337706,0.0
2793589,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,1.0,0.0005902237484573698,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0005537098560354374,5.521048999309869e-05,0.0005744465593223245,0.0,0.0,0.001711351968054763,0.0
2793590,1.0,0.0,0.0,0.8512580479820624,0.0,0.0,0.0,0.0,0.0,0.0008738377574563657,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0005537098560354374,0.00011042097998619738,0.0005744465593223245,0.0,0.0,0.0034227039361095263,0.0
2793591,0.0,0.0,0.0,0.6385289815797592,0.0,0.0,1.0,0.0,0.0,0.0008431767835105283,0.0,0.0005878894767783657,0.0,0.0,0.0,2.7605244996549345e-05,0.0,0.009280389472082764,0.0,0.001426126640045636,0.0
2793592,1.0,0.0,0.0,0.7231600557929171,0.0,0.0,1.0,0.0,0.0,0.0006132194789167479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00486840103453522,0.0,0.0005704506560182544,0.0
2793593,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,1.0,0.0004982408266198577,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0005537098560354374,0.00011042097998619738,0.000437265291424456,0.0,0.0,0.0022818026240730175,0.0
2793594,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,0.0,0.0005442322875386138,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0,0.00011042097998619738,0.0004887082668861568,0.0,0.0,0.0022818026240730175,0.0
2793595,1.0,0.0,0.0,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0006975371572678007,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0005537098560354374,0.00013802622498274673,0.0006001680470531749,0.0,0.0,0.0034227039361095263,0.0
2793596,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.0004445841222146422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002890613114255287,0.0,0.0005704506560182544,0.0
2793597,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,0.0,0.00046757985267402023,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0,5.521048999309869e-05,0.0003943961452063721,0.0,0.0,0.0028522532800912717,0.0
2793598,1.0,0.0,0.0,0.4265440441321598,0.0,0.0,0.0,0.0,1.0,0.0007741895921323941,0.0,0.0005878894767783657,0.0026455026455026454,0.0009718172983479105,0.0005537098560354374,0.00027605244996549346,0.0007373493149510434,0.0,0.0,0.0022818026240730175,0.0
2793599,1.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.000881503000942825,0.0,0.0011757789535567313,0.0,0.0,0.0,5.521048999309869e-05,0.0,0.012323140118667275,0.0,0.0019965772960638902,0.0
2793600,0.0,0.0,0.0,0.8512580479820624,1.0,0.0,0.0,0.0,0.0,0.0014334005319678982,0.0,0.0011757789535567313,0.0,0.0029154518950437317,0.0,0.0001932367149758454,0.0013718126789786854,0.0,0.0,0.005704506560182544,0.0
2793601,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,1.0,0.0,0.0,0.001870319410696081,0.0,0.0005878894767783657,0.0,0.0,0.0,2.7605244996549345e-05,0.0,0.03453521983873421,0.0,0.0019965772960638902,0.0
2793602,0.0,0.0,0.0,0.6385289815797592,0.0,0.0,1.0,0.0,0.0,0.0005135713135927763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005704506560182544,0.0
2793603,0.0,0.0,0.0,0.5745584102207318,0.0,0.0,0.0,0.0,1.0,0.0020926114718034018,0.0,0.0011757789535567313,0.0,0.001943634596695821,0.0005537098560354374,0.0018771566597653555,0.0020491451892244114,0.0,0.0,0.005704506560182544,0.0
2793604,1.0,0.0,0.0,0.4265440441321598,0.0,0.0,0.0,0.0,1.0,0.0005442322875386138,0.0,0.0005878894767783657,0.0,0.0009718172983479105,0.0,5.521048999309869e-05,0.0002829363650393539,0.0,0.0,0.001711351968054763,0.0
