"account_id","marketing_source","marketing_referrer","created_at","plan_id","trial_start","started_plan_at","signup_box_origin","churn_state","churn_date","churn_reason","time_diff","region","country","subscription_started_at","paying","is_gmail","has_logo","free_users","marketing_banner","device","os","browser","collection_21_days","trial_period","company_size","next_charge_date","last_upgrade_promotion_start","cs_agent","sales_agent","disabled","payment_currency","disable_promotion","max_team_size","min_team_size","cancellation_on_renewal_date","partner_id","industry","billed_users_count","utm_cluster_id","pricing_version","has_domain","mrr","lead_score","industry","team_size","user_goal","user_description","sub_industry"
2793509,"adwordssearch","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 11,"New South Wales","AU",NULL,0,1,1,"","","desktop","windows","firefox",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"AUD",0,5,2,NULL,NULL,"Other",0,"todos",3,0,NULL,0,"Other","2-5",NULL,NULL,NULL
2793510,"adwordsbrand","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"Ontario","CA",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"CAD",0,1,1,NULL,NULL,"Design",0,"internal_projects",3,0,NULL,0,"Design","1-1",NULL,NULL,NULL
2793511,"adwordssearch","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-6,"Texas","US",NULL,0,0,1,"","","tablet","ios","safari",0,14,6,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"",0,"",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793512,"adwordssearch","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"hp_fullbg_page_header","none",NULL,NULL, 3,"Ar Riyad","SA",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"Accounting",0,"product_roadmap",3,0,NULL,0,"Accounting","1-1",NULL,NULL,NULL
2793513,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Washington","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793514,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Central Singapore Community Development Council","SG",NULL,0,0,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793515,"mb","https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-7002491002409919","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"Georgia","US",NULL,0,0,1,"","timeline_try_970_250","desktop","windows","chrome",0,14,340,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"",0,"",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793516,"adwordssearch","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"Connecticut","US",NULL,0,0,1,"","","mobile","ios","safari",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793517,"bing","https://www.bing.com/search?input=1","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-6,"Illinois","US",NULL,0,1,1,"","","desktop","windows","microsoft edge",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"Other",0,"todos",3,0,NULL,0,"Other",1,NULL,NULL,NULL
2793518,"","https://monday.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"Pennsylvania","US",NULL,0,0,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"Project Management",0,"client_projects",3,1,NULL,0,"Project Management","2-5",NULL,NULL,NULL
2793519,"adwordssearch","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 10,"Victoria","AU",NULL,0,0,1,"","","desktop","mac","chrome",0,14,8380,NULL,NULL,NULL,NULL,NULL,"AUD",0,5,2,NULL,NULL,"Education",0,"todos",3,1,NULL,0,"Education","2-5",NULL,NULL,NULL
2793520,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Ohio","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793521,"mb","https://www.stackmedia.io/?utm_source=2a5b0cv3485","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-7,"California","US",NULL,0,1,1,"","iphonelife","mobile","ios","safari",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,10,6,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793522,"adwordssearch","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-6,"Illinois","US",NULL,0,1,1,"","","mobile","android","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793523,"adwordsyoutube","https://www.youtube.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 1,"Castille-La Mancha","ES",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"EUR",0,NULL,NULL,NULL,NULL,"Other",0,"",3,0,NULL,0,"Other","Solo yo",NULL,NULL,NULL
2793524,"outbrain","https://paid.outbrain.com/network/redir?p=0bfbtnbl1lr_tilmlqe_upqrcuufw6cuklktlso2intbhx7yxkimvrbsxk32d5bysuyez5rmdefzovbfr9uqmseblzm9-sym7n6g_ozurroqplxdm7bwq2pldj2buut3dmnnprfrwwbxa9bs8xgakjeqo6v6mn6vie3rzntbjt4zckkc6cmnsnityxup1kx99f9it7qlzvj-d-oxi4yst","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 1,"England","GB",NULL,0,1,1,"","gantt_timelineblue_goodbye_timev","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"GBP",0,500,500,NULL,NULL,"Other",0,"internal_projects",3,0,NULL,0,"Other",500 ,NULL,NULL,NULL
2793525,"instagram","https://monday.com/m/time-management-vid/?utm_source=instagram","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 1,"Hlavni mesto Praha","CZ",NULL,0,0,1,"","ig_deloreantime_prevolutionary_timelinev","mobile","ios","generic browser",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"",0,"time_management",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793526,"mb","https://freebiesbug.com/psd-freebies/website-template/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-8,"Utah","US",NULL,0,1,1,"","laptop_mac_red","desktop","windows","firefox",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"IT",0,"client_projects",3,0,NULL,0,"IT","1-1",NULL,NULL,NULL
2793527,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Central Singapore Community Development Council","SG",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793528,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Michigan","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793529,"outbrain","https://paid.outbrain.com/network/redir?p=ldlsshj0wj8yfi2edjdfvzarjrvnd8aqb1v5ocf43hs0bvq5fytay9dq-1vz6qd1xdkybmrqwo3ipquo_8u1legmsyo0syenpmcb0t32wqamqnof2is4w4awf61g9uvdwpt2sdp1axcm-ggw6y2mm64iih2wjclkqqrgaakumrirvnw7jd2oycl6ogodidd4udqlzkzd0fp2kbhlbzzyu","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-8,"Idaho","US",NULL,0,1,1,"","gantt_yellowsystem_goodbye_timev","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"Administrative",0,"client_projects",3,0,NULL,0,"Administrative","2-5",NULL,NULL,NULL
2793530,"adwordsbrand","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 1,"Relizane","DZ",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"",0,"Other",3,0,NULL,0,"","1-1",NULL,NULL,NULL
2793531,"instagram","","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 1,"Ile-de-France","FR",NULL,0,0,1,"","igstories_no_excel_bigcopy_stattimevid","mobile","ios","generic browser",0,14,150,NULL,NULL,NULL,NULL,NULL,"EUR",1,10,6,NULL,200,"",0,"",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793532,"","https://monday.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 8,"Shanghai","CN",NULL,0,1,1,"","","desktop","mac","safari",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"Design",0,"internal_projects",3,0,NULL,0,"Design","2-5",NULL,NULL,NULL
2793533,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Virginia","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793534,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Florida","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793535,"","https://monday.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-8,"California","US",NULL,0,1,1,"","","desktop","mac","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"Software Development",0,"internal_projects",3,0,NULL,0,"Software Development","2-5",NULL,NULL,NULL
2793536,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Washington","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793537,"adwordsyoutube","https://www.youtube.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,0,"Leinster","IE",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"EUR",0,5,2,NULL,NULL,"Business Owner",0,"todos",3,0,NULL,0,"Business Owner","2-5",NULL,NULL,NULL
2793538,"","","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,1,"","",NULL,0,1,1,"","","mobile","ios","safari",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793539,"","https://monday.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"Quintana Roo","MX",NULL,0,1,1,"","","desktop","mac","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"Business Development",0,"todos",3,0,NULL,0,"Business Development","2-5",NULL,NULL,NULL
2793540,"adwordssearch","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 13.75,"Central","FJ",NULL,0,0,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"Business Owner",0,"client_projects",3,1,NULL,0,"Business Owner","1-1",NULL,NULL,NULL
2793541,"adwordssearch","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-8,"Texas","US",NULL,0,1,1,"","","desktop","windows","microsoft edge",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"Administrative",0,"client_projects",3,0,NULL,0,"Administrative",1,NULL,NULL,NULL
2793542,"adwordssearch","https://www.google.co.uk/","2019-01-01",NULL,"2019-01-01",NULL,"time_management","none",NULL,NULL, 3.5,"Hessen","DE",NULL,0,1,1,"","","desktop","windows","opera",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"EUR",0,5,2,NULL,NULL,"Software Development",0,"todos",3,0,NULL,0,"Software Development","2-5",NULL,NULL,NULL
2793543,"","https%3a%2f%2fmonday.com%2flang%2fes%2f","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-6,"Guatemala","GT",NULL,0,0,1,"","","mobile","ios","safari",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,25,16,NULL,NULL,"",0,"",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793544,"facebook","http://m.facebook.com","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"","MX",NULL,0,1,1,"","fbm_timewavev_hvisual_timelinev_es","mobile","ios","generic browser",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793545,"","","2019-01-01",NULL,"2019-01-01",NULL,"desktop_app","none",NULL,NULL,-6,"Jalisco","MX",NULL,0,1,1,"","","desktop","mac","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"Education",0,"client_projects",3,0,NULL,0,"Education","1-1",NULL,NULL,NULL
2793546,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","California","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,15,11,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793547,"outbrain","https://paid.outbrain.com/network/redir?p=fvnqlzwytbh_3zjfofr_zkknmsv9gdclfwhxsknsphgrp6ygxhefzjyyrc2ec37tps4iklqpmzbqidg7wjv0spb0ouqny6t6oimwh9pob8bq1sm8m8sdr8dcbjopchpk49sx4kor0tpj3eah9tiokfqpgslhvr6wyrz5euqpvj8viz4fppbq_zupvulqyryhfhxg0dwnswcc6z3iaqsfh","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-7,"Utah","US",NULL,0,0,1,"","mac_popmaccolor_teamlove_statustimemac","desktop","mac","chrome",0,14,125,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"Business Owner",0,"todos",3,1,NULL,0,"Business Owner","1-1",NULL,NULL,NULL
2793548,"mb","https://imasdk.googleapis.com/js/core/bridge3.266.0_en.html?f=goog_505646415","2019-01-01",NULL,"2019-02-07",NULL,"","none",NULL,NULL,-5,"South Carolina","US",NULL,0,1,1,"","","desktop","mac","safari",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"Business Owner",0,"todos",3,0,NULL,0,"Business Owner","1-1",NULL,NULL,NULL
2793549,"adwordssearch","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"Texas","US",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,10,6,NULL,NULL,"Operations",0,"Other",3,0,NULL,0,"Operations","6-10",NULL,NULL,NULL
2793550,"facebook","http%3a%2f%2fm.facebook.com","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 11,"Victoria","AU",NULL,0,0,1,"","fbm_deloreangantt_prevolutionary_timelinev","mobile","ios","generic browser",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"AUD",0,5,2,NULL,NULL,"",0,"time_management",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793551,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Ohio","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,15,11,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793552,"","https://monday.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 1,"Geneva","CH",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"todos",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793553,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","","",NULL,0,1,1,"","","mobile","android",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793554,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Ohio","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793555,"adwordssearch","https://www.google.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 11,"New South Wales","AU",NULL,0,1,1,"","","desktop","mac","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"AUD",0,5,2,NULL,NULL,"Project Management",0,"client_projects",3,0,NULL,0,"Project Management","2-5",NULL,NULL,NULL
2793556,"adwordsverticals","https://www.google.com/","2019-01-01",NULL,"2019-02-02",NULL,"","none",NULL,NULL, 3,"Eastern Province","SA",NULL,0,1,1,"","","desktop","windows","chrome",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,10,6,NULL,NULL,"Project Management",0,"orders",3,1,NULL,0,"Project Management","6-10",NULL,NULL,NULL
2793557,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Pennsylvania","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793558,"","https://monday.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"Florida","US",NULL,0,1,1,"","","mobile","ios","safari",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793559,"instagram","","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL, 1,"Stockholm","SE",NULL,0,1,1,"","igstories_no_excel_bigcopy_stattimevid","mobile","ios","generic browser",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,1,1,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793560,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","","US",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793561,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","","",NULL,0,1,1,"","","mobile","android",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793562,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Stockholm","SE",NULL,0,1,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
2793563,"bing","https://www.bing.com/search?q=project planning templates","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,NULL,-5,"Pennsylvania","US",NULL,0,1,1,"","","desktop","windows","microsoft edge",0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"Other",0,"internal_projects",3,0,NULL,0,"Other","2-5",NULL,NULL,NULL
2793564,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Querétaro","MX",NULL,0,0,1,"","","mobile","ios",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,5,2,NULL,NULL,"",0,"",3,1,NULL,0,NULL,NULL,NULL,NULL,NULL
2793565,"facebook","https://www.facebook.com/","2019-01-01",NULL,"2019-01-01",NULL,"","none",NULL,18,-5,"New Jersey","US",NULL,0,0,1,"","fb_monrainbow2_dfreetrial_mac","desktop","mac","chrome",0,14,NULL,NULL,NULL,NULL,NULL,1,"USD",0,1,1,NULL,NULL,"",0,"todos",3,1,NULL,0,"Consulting",1,NULL,NULL,NULL
2793566,"","","2019-01-01",NULL,"2019-01-01",NULL,"mobile_app","none",NULL,NULL,"","Campania","IT",NULL,0,1,1,"","","mobile","android",NULL,0,14,NULL,NULL,NULL,NULL,NULL,NULL,"USD",0,NULL,NULL,NULL,NULL,"",0,"",3,0,NULL,0,NULL,NULL,NULL,NULL,NULL
